Gene	baseMean	log2FoldChange	lfcSE	pvalue	padj	comparison
Rtcb	2324.118152	-0.215238342	0.073682985	0.000364114	0.006919728	NLGF3.vs.WT3
Mrps33	384.2994529	-0.208233975	0.069875779	0.000364955	0.006928299	NLGF3.vs.WT3
Ppp6c	1395.783425	0.242795776	0.094526527	0.000366273	0.006945889	NLGF3.vs.WT3
Abcd4	213.3130812	-0.21617205	0.07430816	0.000367553	0.006952641	NLGF3.vs.WT3
B230219D22Rik	3180.841931	0.169131802	0.052527212	0.000367804	0.006952641	NLGF3.vs.WT3
Hnrnpa2b1	5764.230247	-0.214352265	0.073270627	0.000367791	0.006952641	NLGF3.vs.WT3
Lysmd1	118.017602	-0.246044145	0.098276052	0.000369516	0.006977568	NLGF3.vs.WT3
Smarce1	1029.485756	-0.157782444	0.048266231	0.000371679	0.007010943	NLGF3.vs.WT3
Gm7429	35.34928374	-0.639427145	0.618553931	0.000374934	0.007062575	NLGF3.vs.WT3
Psmd13	1362.247674	-0.209110041	0.07056646	0.000375212	0.007062575	NLGF3.vs.WT3
A830080D01Rik	140.9144125	0.269097297	0.134384498	0.000376231	0.007066774	NLGF3.vs.WT3
Zfp839	334.9873513	-0.186984055	0.059994722	0.000376167	0.007066774	NLGF3.vs.WT3
LOC108168891	13.42078066	-0.624337476	0.592153966	0.000376874	0.007068896	NLGF3.vs.WT3
Ran	3252.510012	-0.153318397	0.046699423	0.000377937	0.007068896	NLGF3.vs.WT3
Rit1	527.5072818	-0.156932333	0.04802225	0.000377813	0.007068896	NLGF3.vs.WT3
Sap18b	10.82129978	-0.479443697	0.413827184	0.000377592	0.007068896	NLGF3.vs.WT3
Rbm22	733.3105808	0.181198045	0.057561972	0.000378904	0.007079513	NLGF3.vs.WT3
2900060L22Rik	65.64132427	0.288569735	0.170275974	0.000382264	0.00713479	NLGF3.vs.WT3
Prdm4	757.2640105	0.151610867	0.046135792	0.000383109	0.00714305	NLGF3.vs.WT3
Hdac8	232.5882281	-0.201981083	0.067100021	0.00038464	0.00716408	NLGF3.vs.WT3
Lamtor4	530.6737765	-0.203261861	0.067819649	0.00038867	0.007231553	NLGF3.vs.WT3
Tmx2	3689.600272	-0.126735791	0.037599145	0.000389679	0.007237019	NLGF3.vs.WT3
Wdr26	4571.567215	0.150328424	0.045742449	0.00038978	0.007237019	NLGF3.vs.WT3
Ly6e	3664.447723	0.229473078	0.083755047	0.000390882	0.007249149	NLGF3.vs.WT3
Rpl3	8611.934874	-0.186070592	0.059834474	0.00039125	0.007249149	NLGF3.vs.WT3
Sirt1	310.9316669	0.243572898	0.096744938	0.000391798	0.007251733	NLGF3.vs.WT3
Sec11a	363.3677927	-0.218438939	0.076303011	0.000392524	0.007257607	NLGF3.vs.WT3
Armcx4	3054.864306	-0.219419879	0.076963759	0.000394545	0.007279807	NLGF3.vs.WT3
C330006A16Rik	1854.045553	0.182748289	0.058446973	0.000394306	0.007279807	NLGF3.vs.WT3
Slc25a46	1879.570107	0.223023253	0.079318593	0.000395574	0.007291219	NLGF3.vs.WT3
Cbs	774.5634319	-0.230203779	0.08452444	0.000396971	0.007301802	NLGF3.vs.WT3
Fam78b	797.3178176	0.181701609	0.058035644	0.000396646	0.007301802	NLGF3.vs.WT3
Grm7	1783.335445	0.147689773	0.044873671	0.000397555	0.007304973	NLGF3.vs.WT3
Snhg5	91.5996286	-0.252419674	0.108894878	0.000402164	0.00738201	NLGF3.vs.WT3
Ccdc13	205.5409015	-0.224103249	0.080295365	0.000404103	0.007395799	NLGF3.vs.WT3
Mkl2	11815.66052	0.189014385	0.061342575	0.000404474	0.007395799	NLGF3.vs.WT3
Ncbp1	1410.90817	-0.1623336	0.050353301	0.000404409	0.007395799	NLGF3.vs.WT3
Snw1	1428.925037	-0.144232868	0.043712535	0.000404581	0.007395799	NLGF3.vs.WT3
Gtf3a	89.89130953	0.240697043	0.094583765	0.000410617	0.007498401	NLGF3.vs.WT3
Txndc11	651.5872702	0.164173985	0.051175804	0.000414457	0.00756075	NLGF3.vs.WT3
Chchd4	587.1335567	-0.184787671	0.059655138	0.000416582	0.007591712	NLGF3.vs.WT3
Rcor3	533.1860919	0.18875464	0.06148455	0.000421177	0.007667587	NLGF3.vs.WT3
Mapk1ip1	395.9704881	0.219240743	0.077625407	0.000424572	0.007698001	NLGF3.vs.WT3
Mbnl1	3019.781018	0.196784739	0.065281471	0.000424486	0.007698001	NLGF3.vs.WT3
Tapt1	1282.001086	0.187363463	0.060911456	0.000424583	0.007698001	NLGF3.vs.WT3
Zmynd19	709.7434382	-0.1972416	0.06549611	0.00042411	0.007698001	NLGF3.vs.WT3
Ctss	1199.787279	-0.197078832	0.065452053	0.000426154	0.007718602	NLGF3.vs.WT3
Brf1	1997.089441	-0.190855381	0.062559473	0.00042887	0.00775473	NLGF3.vs.WT3
Lrch3	1130.839143	0.197913462	0.065907325	0.000429022	0.00775473	NLGF3.vs.WT3
Nr2e1	486.0164444	0.178200508	0.057010549	0.000429487	0.007755229	NLGF3.vs.WT3
Dmxl2	12098.87767	0.161194356	0.050226743	0.000432294	0.007797992	NLGF3.vs.WT3
Ccdc91	1021.659027	-0.221594828	0.079512579	0.000437632	0.007886036	NLGF3.vs.WT3
Luzp2	3304.903009	0.219830322	0.078348804	0.000438064	0.007886036	NLGF3.vs.WT3
AW047730	456.0702794	0.228837501	0.084896489	0.000440514	0.007907752	NLGF3.vs.WT3
Gm4024	78.45895444	-0.394167426	0.331395858	0.000440607	0.007907752	NLGF3.vs.WT3
Wdr89	55.02263266	-0.25625118	0.118184367	0.000439935	0.007907752	NLGF3.vs.WT3
Klhl34	3680.418877	0.202872724	0.06863891	0.000442446	0.007932741	NLGF3.vs.WT3
Tmem185b	336.756712	0.174211859	0.055530212	0.00044373	0.007947744	NLGF3.vs.WT3
Tns4	27.37578377	0.581692086	0.76347405	0.000446142	0.007974838	NLGF3.vs.WT3
Zfp866	729.6546478	-0.172512299	0.054858571	0.000445906	0.007974838	NLGF3.vs.WT3
Bcl11a	2846.245363	0.16794225	0.053041259	0.000448299	0.007997289	NLGF3.vs.WT3
Nrcam	18240.10484	0.131788094	0.039755056	0.000448078	0.007997289	NLGF3.vs.WT3
Gfod2	501.9663784	-0.207957238	0.071586493	0.000454462	0.008091438	NLGF3.vs.WT3
Gm38983	97.29851314	-0.249275982	0.108047917	0.000454488	0.008091438	NLGF3.vs.WT3
AW554918	377.4353216	0.195632608	0.065244436	0.000456155	0.008100485	NLGF3.vs.WT3
Cdk5	1801.413991	-0.160107785	0.050062303	0.000456365	0.008100485	NLGF3.vs.WT3
Rps2	6159.815591	-0.197706819	0.066251929	0.000455604	0.008100485	NLGF3.vs.WT3
Cyth2	1608.287444	-0.189270466	0.062263932	0.000457742	0.008100627	NLGF3.vs.WT3
Gm6252	45.17144365	-0.473709219	0.430303868	0.000456882	0.008100627	NLGF3.vs.WT3
Slc35e1	2166.719233	0.102977508	0.030362326	0.000457538	0.008100627	NLGF3.vs.WT3
Nthl1	38.2341161	-0.253899648	0.116159129	0.000463343	0.008191564	NLGF3.vs.WT3
Pias1	1855.144804	0.188733233	0.062105165	0.000463854	0.008192452	NLGF3.vs.WT3
Shc4	177.5246679	-0.182937346	0.059538301	0.000466654	0.008233708	NLGF3.vs.WT3
Ing5	475.3656199	-0.198159611	0.066675836	0.000467739	0.00824023	NLGF3.vs.WT3
Proser1	688.8694826	0.214139888	0.075452302	0.000467952	0.00824023	NLGF3.vs.WT3
Urm1	784.194338	-0.195697786	0.065511255	0.000471045	0.008286475	NLGF3.vs.WT3
Cmtm6	780.8583916	-0.191744758	0.06362418	0.000471877	0.008292879	NLGF3.vs.WT3
Mmd	7668.844095	0.221766784	0.08059433	0.000474671	0.008333734	NLGF3.vs.WT3
Atp5g2	1178.577384	-0.224585823	0.082680666	0.000476239	0.00833653	NLGF3.vs.WT3
BC048546	93.92980429	0.286051566	0.178665023	0.000476109	0.00833653	NLGF3.vs.WT3
Gm6623	61.88925394	-0.565010584	0.560691273	0.000475328	0.00833653	NLGF3.vs.WT3
Bag5	928.8743394	-0.174845336	0.056210682	0.000478481	0.008367527	NLGF3.vs.WT3
Stc1	89.14994398	0.26853412	0.145486624	0.000479969	0.00838529	NLGF3.vs.WT3
Anxa3	199.787679	-0.212778657	0.074951979	0.00048336	0.008412029	NLGF3.vs.WT3
Fabp3	772.8638559	-0.205531744	0.070793998	0.000483395	0.008412029	NLGF3.vs.WT3
Khnyn	480.892823	-0.218292647	0.078424385	0.000482853	0.008412029	NLGF3.vs.WT3
Rpl13-ps6	14.462347	-0.570098856	0.574566093	0.000482763	0.008412029	NLGF3.vs.WT3
Mier3	661.0955635	0.206230194	0.07121533	0.000485466	0.008434383	NLGF3.vs.WT3
Zfp330	366.8172854	-0.228277453	0.085856113	0.00048563	0.008434383	NLGF3.vs.WT3
Arfrp1	372.4354005	-0.172182097	0.055191495	0.000486295	0.008437666	NLGF3.vs.WT3
Gdf7	10.78405734	0.562923649	0.565134112	0.000488628	0.008461204	NLGF3.vs.WT3
Gm6988	47.86174126	-0.579138222	0.598738526	0.000489558	0.008461204	NLGF3.vs.WT3
Hapln4	2721.01408	0.222239584	0.081291414	0.000488731	0.008461204	NLGF3.vs.WT3
Mvd	524.4984678	-0.233628723	0.090752589	0.000489132	0.008461204	NLGF3.vs.WT3
Cnot2	1168.104654	0.155305534	0.048560409	0.00049048	0.008468884	NLGF3.vs.WT3
Snf8	983.7608717	-0.196521978	0.06625293	0.000492636	0.008497855	NLGF3.vs.WT3
Grina	9923.161611	0.203461811	0.069851057	0.000493514	0.008498005	NLGF3.vs.WT3
Ppm1g	1733.975602	-0.230057244	0.087621957	0.000493602	0.008498005	NLGF3.vs.WT3
Zfp738	480.2208153	0.261995879	0.134099902	0.000494215	0.00850031	NLGF3.vs.WT3
Acyp1	240.5745891	-0.228524091	0.08636884	0.000495622	0.0085054	NLGF3.vs.WT3
Fbxo11	3942.055706	0.18633853	0.061450541	0.000495949	0.0085054	NLGF3.vs.WT3
Zfp300	66.51077284	0.265915215	0.14202224	0.000495511	0.0085054	NLGF3.vs.WT3
Gm10145	47.09078283	-0.56784068	0.580424898	0.000497487	0.008523546	NLGF3.vs.WT3
Ankrd35	264.0676908	-0.216600942	0.077744813	0.000501885	0.008579141	NLGF3.vs.WT3
Hist1h3e	298.1317598	0.285236248	0.180419582	0.000501405	0.008579141	NLGF3.vs.WT3
Rnf20	1729.372538	-0.172938268	0.055683144	0.000502182	0.008579141	NLGF3.vs.WT3
Mrpl9	764.7057325	-0.22379364	0.082852221	0.000504619	0.008612482	NLGF3.vs.WT3
Swap70	398.4560594	-0.217768627	0.078620587	0.000506569	0.008637472	NLGF3.vs.WT3
Lin7a	1578.696431	0.229290134	0.087384541	0.000507182	0.008639614	NLGF3.vs.WT3
Dnajb11	1110.501864	-0.188747734	0.062737044	0.000508897	0.008660516	NLGF3.vs.WT3
D2Wsu81e	525.5953247	-0.231548108	0.089544584	0.000510903	0.008683342	NLGF3.vs.WT3
Gm26881	31.65337013	-0.333839743	0.262381406	0.000511216	0.008683342	NLGF3.vs.WT3
Ppp1r2-ps3	11.58617712	-0.555172703	0.565182933	0.000511775	0.008684523	NLGF3.vs.WT3
Scand1	444.4822572	0.283125734	0.178175818	0.00051513	0.008733102	NLGF3.vs.WT3
Gpr135	250.4514168	0.239993759	0.098855638	0.000516003	0.008739556	NLGF3.vs.WT3
Rpl37rt	269.4776384	-0.482078526	0.458165641	0.000516883	0.008746111	NLGF3.vs.WT3
Uqcr11	1985.196831	-0.206803102	0.072112932	0.000517565	0.008749306	NLGF3.vs.WT3
D130017N08Rik	252.0235201	0.224454181	0.083779125	0.000520369	0.008788352	NLGF3.vs.WT3
Scyl2	840.8947092	0.192630501	0.064759782	0.000521349	0.008796521	NLGF3.vs.WT3
Ano3	3530.710183	0.232671834	0.091047304	0.000523175	0.008818952	NLGF3.vs.WT3
Gm38639	9.000212226	0.474396207	0.450383223	0.000524576	0.008834174	NLGF3.vs.WT3
Rrnad1	274.3196082	-0.195192144	0.066091058	0.00052621	0.008853302	NLGF3.vs.WT3
Trmu	176.9106995	-0.220116198	0.080764139	0.000529205	0.00889526	NLGF3.vs.WT3
Gemin2	105.0706318	-0.219888862	0.080622662	0.00053008	0.008901525	NLGF3.vs.WT3
Rbm4	66.05861112	0.274618231	0.163555248	0.000531258	0.008912885	NLGF3.vs.WT3
Dazl	62.7198026	0.278171963	0.170896386	0.000533822	0.008943978	NLGF3.vs.WT3
Gps1	1256.569638	-0.205397348	0.071607317	0.000534119	0.008943978	NLGF3.vs.WT3
Lrrc14b	93.07754092	0.263212652	0.140804446	0.000535399	0.008956966	NLGF3.vs.WT3
Gpr107	1372.499657	-0.169285617	0.054531131	0.000536592	0.008968469	NLGF3.vs.WT3
Emc9	250.7440228	-0.213240604	0.076367913	0.000539258	0.009004543	NLGF3.vs.WT3
Eml6	1030.527519	-0.181435636	0.059804296	0.000541694	0.009028232	NLGF3.vs.WT3
Ensa	5194.613304	-0.163881216	0.052380272	0.000541582	0.009028232	NLGF3.vs.WT3
Rsph3a	272.573024	-0.211596748	0.075433132	0.000544036	0.009058755	NLGF3.vs.WT3
Hars	1953.381538	-0.206506921	0.072472243	0.000547867	0.009113997	NLGF3.vs.WT3
Oaz2	2644.68928	-0.156437958	0.049529693	0.000550786	0.009153982	NLGF3.vs.WT3
Smdt1	1447.640808	-0.176953521	0.057938444	0.000551598	0.009158907	NLGF3.vs.WT3
Gm6745	33.96457028	-0.407293476	0.370427661	0.000553176	0.009176518	NLGF3.vs.WT3
Gfra4	854.2394335	0.196240623	0.067064966	0.000557177	0.009228148	NLGF3.vs.WT3
Nkiras2	117.6104081	-0.245583803	0.10907449	0.000557328	0.009228148	NLGF3.vs.WT3
Gbp4	39.15253357	-0.498128721	0.493534873	0.000557917	0.009229285	NLGF3.vs.WT3
Tcp1	2823.310366	-0.163639265	0.052446067	0.000559051	0.009239441	NLGF3.vs.WT3
Lrrc4b	7821.162644	0.213165637	0.076772577	0.000562351	0.009285338	NLGF3.vs.WT3
Polr2g	863.2740679	-0.183034883	0.060860779	0.00057029	0.009407662	NLGF3.vs.WT3
Thap2	322.6596759	0.228074554	0.088249778	0.000571232	0.009414458	NLGF3.vs.WT3
Rrp15	150.9875665	-0.229837475	0.089918218	0.000571951	0.009417564	NLGF3.vs.WT3
Aip	1778.088025	-0.213655419	0.077348961	0.000575721	0.009470853	NLGF3.vs.WT3
Ergic3	2005.167517	-0.172689282	0.056382298	0.000578484	0.009507487	NLGF3.vs.WT3
Cfdp1	1032.652374	-0.193408088	0.065943726	0.000580012	0.009523779	NLGF3.vs.WT3
Hmgb2	106.9208175	-0.252462132	0.123397747	0.000583419	0.009570871	NLGF3.vs.WT3
Dctn4	2751.917879	0.138114432	0.042944596	0.000584271	0.009575704	NLGF3.vs.WT3
Slc39a7	1927.134686	-0.198784745	0.068786535	0.000584792	0.009575704	NLGF3.vs.WT3
Rpl31	3334.567623	-0.181247156	0.060219509	0.000585549	0.009579263	NLGF3.vs.WT3
Gm6568	15.4157884	-0.487447994	0.487729913	0.000587446	0.009601447	NLGF3.vs.WT3
Kat6b	2853.929831	0.148717373	0.046882625	0.000588534	0.009610369	NLGF3.vs.WT3
Rnf24	1172.304497	0.187619254	0.063232266	0.000589673	0.009620131	NLGF3.vs.WT3
Hjurp	961.6059793	-0.176135612	0.05800297	0.000591308	0.009629189	NLGF3.vs.WT3
Tram1	952.2003427	0.225955887	0.086929689	0.000591314	0.009629189	NLGF3.vs.WT3
Edil3	3426.443473	0.215292965	0.078780443	0.000592972	0.00964233	NLGF3.vs.WT3
Gyg	581.6479551	0.230594325	0.091341315	0.000593207	0.00964233	NLGF3.vs.WT3
Ccnh	783.137868	0.230138119	0.090918085	0.000594284	0.009650994	NLGF3.vs.WT3
Lzic	332.4654897	-0.201377889	0.07034297	0.000595212	0.009654261	NLGF3.vs.WT3
Runx2	321.5290199	0.221661731	0.083484303	0.000595573	0.009654261	NLGF3.vs.WT3
Aes	10184.09846	0.18295588	0.061143427	0.000598309	0.009689759	NLGF3.vs.WT3
Gm12174	79.95641523	-0.474301241	0.472298585	0.000600209	0.009711678	NLGF3.vs.WT3
H2afx	682.2270809	0.221915298	0.08389678	0.000604525	0.009772609	NLGF3.vs.WT3
Mcat	390.2927306	-0.208509798	0.0747305	0.000610927	0.009862264	NLGF3.vs.WT3
Psmd2	6367.522012	-0.186258555	0.0628374	0.000611183	0.009862264	NLGF3.vs.WT3
1700037C18Rik	61.67678635	-0.244521269	0.110735199	0.000612618	0.009867491	NLGF3.vs.WT3
Agk	850.1690376	-0.156731271	0.050152388	0.00061225	0.009867491	NLGF3.vs.WT3
Dyrk2	2510.801619	0.153960026	0.049077738	0.000613392	0.009870998	NLGF3.vs.WT3
Prpf38a	380.8194079	-0.183018025	0.061351209	0.000614423	0.009878638	NLGF3.vs.WT3
Prdx5	3541.841698	-0.225353967	0.087119046	0.000618102	0.009928787	NLGF3.vs.WT3
Acvr1c	873.0065061	0.239263481	0.102998538	0.000622882	0.009996523	NLGF3.vs.WT3
Gm29808	41.87903731	-0.515678575	0.552512031	0.000626593	0.010039377	NLGF3.vs.WT3
Trap1	1515.480109	-0.14997767	0.047642616	0.000626683	0.010039377	NLGF3.vs.WT3
D630045J12Rik	3576.210395	0.154736799	0.04950128	0.0006291	0.010068996	NLGF3.vs.WT3
Gm7334	15.38954711	-0.446326627	0.440257674	0.000630805	0.010069062	NLGF3.vs.WT3
Sorbs2	3916.628527	0.169077943	0.055337731	0.000629938	0.010069062	NLGF3.vs.WT3
Surf1	856.5052348	-0.172959648	0.057008891	0.000630781	0.010069062	NLGF3.vs.WT3
Cd47	4196.388858	0.199478506	0.069848459	0.000633374	0.010100981	NLGF3.vs.WT3
Gm10509	73.292987	0.28671975	0.199565049	0.000635433	0.010124725	NLGF3.vs.WT3
2900060B14Rik	12.53618819	0.38744692	0.359055846	0.000636465	0.010132059	NLGF3.vs.WT3
Ccdc74a	448.5145986	0.227137054	0.089297368	0.000637956	0.010146705	NLGF3.vs.WT3
Gm31458	25.49496652	-0.531564904	0.607243101	0.000639093	0.010155684	NLGF3.vs.WT3
Cadm2	8186.082177	0.239602609	0.104365428	0.000640614	0.010162657	NLGF3.vs.WT3
Rbms3	996.7435912	0.216545017	0.080610553	0.000640677	0.010162657	NLGF3.vs.WT3
Gale	235.8537594	-0.219617127	0.082946543	0.000642233	0.010178248	NLGF3.vs.WT3
Maml1	623.5521852	0.190049964	0.065073942	0.000644637	0.010207237	NLGF3.vs.WT3
Nap1l4	2516.535028	-0.154696314	0.049612693	0.000645897	0.010218067	NLGF3.vs.WT3
Nrros	135.7603028	0.233601777	0.096551627	0.000647814	0.010239264	NLGF3.vs.WT3
Kifc5b	44.13377424	-0.268255594	0.164018827	0.000654687	0.01032627	NLGF3.vs.WT3
Mgat2	773.605567	0.13036568	0.040606917	0.000655064	0.01032627	NLGF3.vs.WT3
Specc1l	2050.160098	-0.138620194	0.043579124	0.000654278	0.01032627	NLGF3.vs.WT3
Edf1	1874.273876	-0.19950805	0.070176079	0.000655964	0.010331283	NLGF3.vs.WT3
Sdccag3	1102.298135	0.13565922	0.042527616	0.000658781	0.010366451	NLGF3.vs.WT3
LOC102640292	44.12364452	-0.300195618	0.227993961	0.000663989	0.01043916	NLGF3.vs.WT3
Taf9b	543.1798031	0.233734678	0.097405689	0.000666327	0.010466637	NLGF3.vs.WT3
Rcor1	821.3374407	0.167167899	0.054862602	0.00066785	0.010481291	NLGF3.vs.WT3
Hipk3	4460.172589	0.179210258	0.060171343	0.000669618	0.010499756	NLGF3.vs.WT3
Sdf2	800.6686159	-0.176343365	0.058881373	0.000670693	0.010507333	NLGF3.vs.WT3
Rfc2	535.4092177	-0.173532896	0.057661899	0.000673966	0.010549289	NLGF3.vs.WT3
Gm12669	76.98687269	-0.430945772	0.428615724	0.000675753	0.010558638	NLGF3.vs.WT3
Sf3b6	470.8908759	0.23915308	0.1053905	0.000675323	0.010558638	NLGF3.vs.WT3
Gm9385	141.9013971	-0.421322632	0.415372056	0.000679373	0.010605863	NLGF3.vs.WT3
Dvl3	2128.338914	0.163941908	0.053619438	0.000680992	0.010621795	NLGF3.vs.WT3
Capns1	2898.862125	0.178263958	0.059866297	0.000682714	0.010639317	NLGF3.vs.WT3
1110038F14Rik	323.1214743	-0.215994137	0.081058293	0.000684082	0.010651269	NLGF3.vs.WT3
LOC108168966	71.5879573	-0.25952974	0.147956096	0.000687275	0.010690239	NLGF3.vs.WT3
Nptn	12164.81827	0.135405414	0.042609037	0.000688391	0.010690239	NLGF3.vs.WT3
Tsnax	3267.48206	-0.181925833	0.061618607	0.000688239	0.010690239	NLGF3.vs.WT3
Carm1	1524.725109	0.190095244	0.065623229	0.000690105	0.010707489	NLGF3.vs.WT3
Fbxl7	103.3881087	0.247455084	0.121551622	0.000691151	0.010714357	NLGF3.vs.WT3
Hmox2	1053.442851	-0.169313234	0.055996492	0.000693575	0.010723091	NLGF3.vs.WT3
Kansl2	817.5337597	-0.193399811	0.067369557	0.000693876	0.010723091	NLGF3.vs.WT3
LOC102638448	112.0757617	-0.473878301	0.501371092	0.000694131	0.010723091	NLGF3.vs.WT3
Tha1	50.24066087	-0.231973005	0.096211005	0.000693263	0.010723091	NLGF3.vs.WT3
Gm13215	22.33835981	-0.391062683	0.375122362	0.000698391	0.010779513	NLGF3.vs.WT3
Cdh12	1263.111327	0.242635555	0.112728907	0.000701015	0.010810607	NLGF3.vs.WT3
Supt4b	18.09349269	-0.463436083	0.485997314	0.000702265	0.010820492	NLGF3.vs.WT3
Bad	454.3516241	-0.209781593	0.077120009	0.000706677	0.010879021	NLGF3.vs.WT3
Isy1	391.7964731	-0.206075174	0.074825578	0.000712131	0.010953494	NLGF3.vs.WT3
Gm33239	32.60128913	0.262708095	0.158096177	0.000717438	0.011025555	NLGF3.vs.WT3
Elavl1	3225.559548	0.169804493	0.056448873	0.000722048	0.011086807	NLGF3.vs.WT3
Rpl28	3730.07406	-0.180276665	0.061194717	0.000724039	0.011107779	NLGF3.vs.WT3
Baalc	3583.779472	0.16700379	0.055265061	0.000725059	0.011113814	NLGF3.vs.WT3
AA465934	22.92327431	-0.28304079	0.202533702	0.000725873	0.011114262	NLGF3.vs.WT3
Trit1	246.2966427	-0.195348558	0.068796763	0.000726341	0.011114262	NLGF3.vs.WT3
Agfg1	3044.343308	0.167365953	0.055483703	0.000732972	0.011155775	NLGF3.vs.WT3
Arf2	961.3361028	-0.173538203	0.058196062	0.000733787	0.011155775	NLGF3.vs.WT3
Foxc1	216.5315813	0.262853219	0.159933988	0.000732827	0.011155775	NLGF3.vs.WT3
Fut11	426.1635847	0.170354963	0.056770431	0.000731816	0.011155775	NLGF3.vs.WT3
Gm13498	73.48199405	-0.500608873	0.582768153	0.000732016	0.011155775	NLGF3.vs.WT3
Insm1	292.723742	0.224803621	0.089544972	0.000731489	0.011155775	NLGF3.vs.WT3
Psmc2	1954.497932	-0.16605807	0.054932851	0.000734081	0.011155775	NLGF3.vs.WT3
Psmd9	519.551211	-0.191915244	0.067044791	0.000732976	0.011155775	NLGF3.vs.WT3
Tnip2	275.7356945	-0.234122806	0.100583621	0.000735664	0.011170269	NLGF3.vs.WT3
9930104L06Rik	314.3237401	-0.178794913	0.060629522	0.000737621	0.011190399	NLGF3.vs.WT3
Lrrc8d	1392.592957	0.161670945	0.053174495	0.000745866	0.011305822	NLGF3.vs.WT3
Tor1aip1	917.7827779	0.179232693	0.060921593	0.000747108	0.011314988	NLGF3.vs.WT3
Agpat1	3348.992884	0.207797895	0.076480134	0.000749204	0.011327399	NLGF3.vs.WT3
Dnajc7	2208.852807	-0.167561565	0.055693938	0.000748819	0.011327399	NLGF3.vs.WT3
Xpo6	2937.055703	0.127671676	0.040152693	0.000750733	0.011340859	NLGF3.vs.WT3
Kri1	446.7835957	-0.222152345	0.087571604	0.000753874	0.011378621	NLGF3.vs.WT3
Rps26	1945.779634	0.210881168	0.078649155	0.000755051	0.011386704	NLGF3.vs.WT3
Gm35315	15.93719663	0.346924709	0.319012988	0.000766699	0.011552552	NLGF3.vs.WT3
Creb3l4	7.258553301	-0.415474329	0.425087464	0.00076779	0.011559173	NLGF3.vs.WT3
Sde2	710.8756377	-0.201639449	0.072953866	0.000772415	0.011618954	NLGF3.vs.WT3
Ptpdc1	864.9591879	-0.139876634	0.044747259	0.000773831	0.011630394	NLGF3.vs.WT3
Gm13301	8.054180625	-0.484153008	0.654238597	0.000778374	0.011669037	NLGF3.vs.WT3
Npy5r	124.8833529	0.236726319	0.106394079	0.000778215	0.011669037	NLGF3.vs.WT3
Zfp33b	140.5130534	0.247740534	0.128604544	0.000777796	0.011669037	NLGF3.vs.WT3
Firre	468.0178288	-0.204739995	0.07497547	0.000781009	0.0116888	NLGF3.vs.WT3
Gm33046	16.56619373	0.275598466	0.192951951	0.000780636	0.0116888	NLGF3.vs.WT3
Zfp65	289.5825538	0.226554631	0.092837131	0.000787079	0.011769709	NLGF3.vs.WT3
Zfp72	123.6913182	0.249416735	0.133602936	0.000791763	0.011829798	NLGF3.vs.WT3
Ifit2	245.2034869	-0.22185112	0.088234095	0.000795321	0.011869956	NLGF3.vs.WT3
Msh2	767.3861346	-0.192846892	0.068236544	0.000795789	0.011869956	NLGF3.vs.WT3
Psma7	1465.486674	-0.189074259	0.066276957	0.000799487	0.01190511	NLGF3.vs.WT3
Sobp	4319.326055	0.187662612	0.065545433	0.000799161	0.01190511	NLGF3.vs.WT3
Fastkd5	188.6611945	0.226795847	0.093577068	0.000803982	0.011962013	NLGF3.vs.WT3
Ccdc28b	304.944916	-0.223799112	0.090404522	0.000806208	0.011985086	NLGF3.vs.WT3
Cyp7b1	473.8764091	0.224250365	0.09092427	0.000808419	0.012004472	NLGF3.vs.WT3
Mfn1	1496.34174	-0.170532779	0.057469071	0.000808865	0.012004472	NLGF3.vs.WT3
Nudt21	615.7295607	-0.181372048	0.062514867	0.000809995	0.012011201	NLGF3.vs.WT3
Kcnb2	1571.979341	0.209878028	0.078839864	0.00081159	0.012024809	NLGF3.vs.WT3
Bhlhe22	2256.044568	0.225392474	0.092300914	0.00081465	0.012060075	NLGF3.vs.WT3
Setd5	3931.011874	0.11612954	0.036413315	0.000824108	0.012189935	NLGF3.vs.WT3
Tppp3	568.1377211	-0.230691257	0.099133319	0.000825973	0.012207341	NLGF3.vs.WT3
Eml1	1411.837039	-0.205190453	0.0759109	0.000828173	0.012229675	NLGF3.vs.WT3
Kantr	803.8873931	0.235131678	0.106081225	0.000830332	0.012251366	NLGF3.vs.WT3
Bcap29	569.5109231	0.23723521	0.109909116	0.000832691	0.012255604	NLGF3.vs.WT3
Josd2	739.9795673	-0.225408482	0.092791108	0.000832622	0.012255604	NLGF3.vs.WT3
Polr2h	213.0044028	-0.216985279	0.084655751	0.000832572	0.012255604	NLGF3.vs.WT3
Zfand3	2109.298303	0.148825819	0.048540274	0.000833637	0.012259371	NLGF3.vs.WT3
Gm5621	85.57910772	-0.45994619	0.526890158	0.000838279	0.012287154	NLGF3.vs.WT3
Gm8203	33.43405987	-0.303126024	0.253481897	0.000838217	0.012287154	NLGF3.vs.WT3
Itfg2	446.7003822	-0.210875908	0.079961617	0.00083786	0.012287154	NLGF3.vs.WT3
Lrrc40	490.9840156	0.213366107	0.081837127	0.000838295	0.012287154	NLGF3.vs.WT3
Gm6402	12.48044696	-0.383711456	0.388255144	0.00083982	0.012299347	NLGF3.vs.WT3
Zfp281	1475.734456	0.202246477	0.074226475	0.000842651	0.012330632	NLGF3.vs.WT3
4930430F08Rik	301.4626175	-0.160579636	0.05341859	0.000845979	0.012348785	NLGF3.vs.WT3
